"reporting_year","pollutant_group","pollutant","nfr","unit","year","emission"
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da2a","kilotonne",2020,3.14461377606001
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da2a","kilotonne",2025,3.09634049415828
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da2a","kilotonne",2030,3.1027134120012
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da2b","kilotonne",2020,0.84798516994442
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da2b","kilotonne",2025,0.84798516994442
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da2b","kilotonne",2030,0.84798516994442
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da3","kilotonne",2020,1.45905559675514
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da3","kilotonne",2025,1.45314398979373
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da3","kilotonne",2030,1.45089148293139
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da4","kilotonne",2020,7.14433957152471
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da4","kilotonne",2025,7.1055461141862
2019,"Air Pollutants","Nitrogen Oxides as NO2","3Da4","kilotonne",2030,7.10891340510481
2019,"Air Pollutants","Nitrogen Oxides as NO2","5C1bii","kilotonne",2020,0.289237484271152
